LadlabID,ExclusionGroup,Notes,Gender,DOT,Lang1,Bilingual,Lang2,Location,Experimenter,Enterer,AudioRecorded,Age,AgeGroup,InfinityInterviewDone,HCReceivedSupport,Task,TaskType,TaskItem,Accuracy,Response,IsProductive.noerror,IsProductive.final,SuccessorKnower,EndlessKnower,Category,InfinityStage,DecadeCounter,DecadeKnowledge,EndlessPartial
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,HC,spontaneous,raw,,"1-14,16,13,18-20.",0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,HC,spontaneous,noerror,,14,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,HC,spontaneous,consecutive,,20,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,HC,supported,raw,,NA,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,HC,supported,noerror,,NA,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,HC,spontaneous,IHC,,14,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,HC,spontaneous,decchangeerror,,NA,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,HC,productivity,classification,,NA,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,HC,supported,times,,NA,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,practice,1,1,2,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,practice,5,1,6,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,immediate,23,0,25,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,immediate,40,0,46,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,immediate,62,0,61,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,immediate,70,0,72,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,immediate,37,0,37-one,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,immediate,29,0,22,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,immediate,86,0,89,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,immediate,59,0,58,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,momentum,3,1,4,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,momentum,23,0,25,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,momentum,40,0,46,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,momentum,62,1,63,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,momentum,70,0,42,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,momentum,37,0,80,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,momentum,29,1,30,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,momentum,86,1,87,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,WCN,momentum,59,0,70,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,A1,BiggestNumber,none,,10,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,B1,isBiggest,no,,"no , twenty-seven-nine-> ya but still other numbers that can be big. (22, 29) -> no -> twenty seventy sixty sixty nine",0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,B2,EndOrForever,forever,,forever ,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,B2,Why,justification,,there's a lot,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,C1,CanWeAddToBigNumber,yes,,yes,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,C1,why,justification,,numbers together makes a big number cuz they're all numbers and it makes a huge number ,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,C2,CanWeAdd1toX,yes,,both,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,C2,why,justification,,but you can add it to some other big numbers that pass 29 and make a bigger number,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,C3,CanKeepAdding1,yes,,yes,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,C3,why,justification,,if you put a one to 29 it will make a bigger number,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,C3,WhatWouldHappen,justification,,it will be a bigger number,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,D1,CanYouCountTens,yes,,NA,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,D2,CountingByTens,yes,,NA,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,D3,TenMoreThanTen,twenty,,NA,0,0,1,1,D Full-knower,4,NA,NA,1
022616-FC,include,,m,2/26/16,English,no,NA,school,JC,DA,yes,4.47,4-4.5y,yes,0,D4,TenTwenty,"30,40,50..",,NA,0,0,1,1,D Full-knower,4,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,HC,spontaneous,raw,,"1-10,0.",0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,HC,spontaneous,noerror,,10,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,HC,spontaneous,consecutive,,10,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,HC,supported,raw,,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,HC,supported,noerror,,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,HC,spontaneous,IHC,,10,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,HC,spontaneous,decchangeerror,,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,HC,productivity,classification,,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,HC,supported,times,,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,practice,1,1,2,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,practice,5,0,7,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,immediate,23,0,25,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,immediate,40,0,60,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,immediate,62,1,63,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,immediate,70,0,80,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,immediate,37,1,38,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,immediate,29,0,25,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,immediate,86,0,18,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,immediate,59,0,28,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,momentum,3,1,4,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,momentum,23,0,25,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,momentum,40,0,18,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,momentum,62,NA,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,momentum,70,0,35,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,momentum,37,NA,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,momentum,29,0,25,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,momentum,86,0,70,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,WCN,momentum,59,0,37,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,A1,BiggestNumber,none,,27,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,B1,isBiggest,no,,yes,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,B2,EndOrForever,forever,,forever,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,B2,Why,justification,,cuz you need letters,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,C1,CanWeAddToBigNumber,yes,,no,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,C1,why,justification,,"27,5. Cuz that's the longest number",0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,C2,CanWeAdd1toX,yes,,no,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,C2,why,justification,,biggest number possible. Cuz it's so much big,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,C3,CanKeepAdding1,yes,,yes,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,C3,why,justification,,cuz I like what.,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,C3,WhatWouldHappen,justification,,That makes 80. You're gonna make 100,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,D1,CanYouCountTens,yes,,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,D2,CountingByTens,yes,,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,D3,TenMoreThanTen,twenty,,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-JM,include,,m,2/26/16,English,yes,Hungarian,school,EF,JC,yes,4.57,4.5-5y,yes,0,D4,TenTwenty,"30,40,50..",,NA,0,0,0,0,A Non-knower,1,NA,NA,1
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,HC,spontaneous,raw,,"1-8,18-29;1-10",0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,HC,spontaneous,noerror,,10,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,HC,spontaneous,consecutive,,29,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,HC,supported,raw,,NA,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,HC,supported,noerror,,NA,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,HC,spontaneous,IHC,,10,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,HC,spontaneous,decchangeerror,,29,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,HC,productivity,classification,,NA ,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,HC,supported,times,,NA,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,practice,1,1,2,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,practice,5,1,6,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,immediate,23,0,29,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,immediate,40,0,8,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,immediate,62,0,7,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,immediate,70,0,3,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,immediate,37,0,37,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,immediate,29,0,7,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,immediate,86,0,6,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,immediate,59,0,6,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,momentum,3,1,4,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,momentum,23,1,24,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,momentum,40,0,8,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,momentum,62,0,7,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,momentum,70,0,8,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,momentum,37,1,38,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,momentum,29,0,20,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,momentum,86,0,6,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,WCN,momentum,59,0,50,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,A1,BiggestNumber,none,,100 of numbers,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,B1,isBiggest,no,,"no, 8 is the biggest one",0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,B2,EndOrForever,forever,,end,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,B2,Why,justification,,"that's how it goes, you finish the game",0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,C1,CanWeAddToBigNumber,yes,,"no, 8 is the biggest one",0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,C1,why,justification,,them,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,C2,CanWeAdd1toX,yes,,yes,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,C2,why,justification,,that's how you do it,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,C3,CanKeepAdding1,yes,,no,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,C3,why,justification,,that's all you do is going to one,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,C3,WhatWouldHappen,justification,,NA,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,D1,CanYouCountTens,yes,,NA,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,D2,CountingByTens,yes,,NA,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,D3,TenMoreThanTen,twenty,,NA,0,0,0,0,A Non-knower,1,NA,NA,0
022616-OM,include,,f,2/26/16,english,no,NA,school,JC,JC,no,4.49,4-4.5y,yes,0,D4,TenTwenty,"30,40,50..",,NA,0,0,0,0,A Non-knower,1,NA,NA,0
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,HC,spontaneous,raw,,"1-39,90-101; (second attempt)1-49",1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,HC,spontaneous,noerror,,49,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,HC,spontaneous,consecutive,,49,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,HC,supported,raw,,"[50],51-59,[60],61-69,[70],71-79,[80],81-89,[90],91-109,[110]",1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,HC,supported,noerror,,109,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,HC,spontaneous,IHC,,49,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,HC,spontaneous,decchangeerror,,49,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,HC,productivity,classification,,prod,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,HC,supported,times,,5,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,WCN,practice,1,1,2,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,WCN,practice,5,1,6,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,WCN,immediate,23,1,24,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,WCN,immediate,40,1,41,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,WCN,immediate,62,1,63,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,WCN,immediate,70,1,71,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,WCN,immediate,37,0,idk,1,1,1,1,B Endless-only,2,NA,NA,1
022616-RA,include,,m,1/26/16,English,no,NA,school,JC,DA,yes,4.66,4.5-5y,yes,1,WCN,immediate,29,1,30,1,1,1,1,B Endless-only,2,NA,NA,1
