"","ExclusionGroup","Notes","Sex","DOT","Lang1","Bilingual","Lang2","Location","Experimenter","Enterer","AudioRecorded","Age","AgeGroup","InfinityInterviewDone","HCReceivedSupport","Task","TaskType","TaskItem","Accuracy","Response","HCGroup.spontaneous.noerror","HCGroup.final","HCGroup.best","IsProductive.noerror","IsProductive.final","PGroup.final","SuccessorKnower","EndlessKnower","Category","InfinityStage","DecadeCounter","DecadeKnowledge","EndlessPartial","LadlabID"
"892","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","B2","Why","justification",NA,"because there are a lot of numbers","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"893","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","C1","CanWeAddToBigNumber","yes",NA,"yes","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"894","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","C1","why","justification",NA,"there is infinity","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"895","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","C2","CanWeAdd1toX","yes",NA,"no","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"896","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","C2","why","justification",NA,"NR","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"897","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","C3","CanKeepAdding1","yes",NA,"no","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"898","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","C3","why","justification",NA,"NR","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"899","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","C3","WhatWouldHappen","justification",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"900","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","D1","CanYouCountTens","yes",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"901","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","D2","CountingByTens","yes",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"902","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","D3","TenMoreThanTen","twenty",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"903","include","","f","2/23/16","English","yes","Hindi","school","NN","JC","no",4.96,"4.5-5y","yes","0","D4","TenTwenty","30,40,50..",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",0,1,"B Endless-only",2,NA,NA,1,"infinity-021"
"904","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","HC","spontaneous","raw",NA,"1-110.","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"905","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","HC","spontaneous","noerror",NA,"110","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"906","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","HC","spontaneous","consecutive",NA,"110","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"907","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","HC","supported","raw",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"908","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","HC","supported","noerror",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"909","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","HC","spontaneous","IHC",NA,"110","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"910","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","HC","spontaneous","decchangeerror",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"911","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","HC","productivity","classification",NA,"prod","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"912","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","HC","supported","times",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"913","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","practice","1",1,"2","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"914","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","practice","5",1,"6","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"915","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","immediate","23",1,"24","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"916","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","immediate","40",1,"41","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"917","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","immediate","62",1,"63","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"918","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","immediate","70",1,"71","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"919","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","immediate","37",1,"38","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"920","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","immediate","29",1,"30","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"921","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","immediate","86",1,"87","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"922","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","immediate","59",1,"60","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"923","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","momentum","3",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"924","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","momentum","23",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"925","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","momentum","40",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"926","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","momentum","62",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"927","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","momentum","70",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"928","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","momentum","37",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"929","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","momentum","29",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"930","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","momentum","86",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"931","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","WCN","momentum","59",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"932","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","A1","BiggestNumber","none",NA,"6","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"933","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","B1","isBiggest","no",NA,"yes","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"934","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","B2","EndOrForever","forever",NA,"?","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"935","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","B2","Why","justification",NA,"yes, because we are counting more than 6","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"936","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","C1","CanWeAddToBigNumber","yes",NA,"no","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"937","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","C1","why","justification",NA,"we are countingn down to 105","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"938","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","C2","CanWeAdd1toX","yes",NA,"yes","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"939","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","C2","why","justification",NA,"NR","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"940","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","C3","CanKeepAdding1","yes",NA,"yes","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"941","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","C3","why","justification",NA,"it puts a number in your head that is bigger","4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"942","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","C3","WhatWouldHappen","justification",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"943","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","D1","CanYouCountTens","yes",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"944","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","D2","CountingByTens","yes",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"945","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","D3","TenMoreThanTen","twenty",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"946","include","","m","2/23/16","English","yes","Not indicated on consent form","school","NN","JC","no",4.21,"4-4.5y","yes","0","D4","TenTwenty","30,40,50..",NA,NA,"4-veryhigh","4-veryhigh","4-veryhigh",99,99,"4-Strong",1,0,"A Non-knower",1,NA,NA,0,"infinity-022"
"947","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","HC","spontaneous","raw",NA,"1-32,34-39.","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"948","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","HC","spontaneous","noerror",NA,"32","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"949","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","HC","spontaneous","consecutive",NA,"39","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"950","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","HC","supported","raw",NA,"skipped","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"951","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","HC","supported","noerror",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"952","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","HC","spontaneous","IHC",NA,"32","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"953","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","HC","spontaneous","decchangeerror",NA,"39","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"954","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","HC","productivity","classification",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"955","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","HC","supported","times",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"956","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","practice","1",1,"2","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"957","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","practice","5",1,"6","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"958","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","immediate","23",0,"30","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"959","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","immediate","40",0,"31","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"960","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","immediate","62",1,"63","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"961","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","immediate","70",1,"71","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"962","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","immediate","37",1,"38","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"963","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","immediate","29",0,"28","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"964","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","immediate","86",1,"87","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"965","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","immediate","59",0,"30","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"966","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","momentum","3",1,"4","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"967","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","momentum","23",1,"24","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"968","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","momentum","40",0,"50","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"969","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","momentum","62",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"970","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","momentum","70",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"971","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","momentum","37",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"972","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","momentum","29",0,"38","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"973","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","momentum","86",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"974","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","WCN","momentum","59",0,"30","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"975","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","A1","BiggestNumber","none",NA,"50","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"976","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","B1","isBiggest","no",NA,"no, because it is my last number. I can't count further.","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"977","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","B2","EndOrForever","forever",NA,"forever","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"978","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","B2","Why","justification",NA,"it's a long way","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"979","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","C1","CanWeAddToBigNumber","yes",NA,"no","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"980","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","C1","why","justification",NA,"we can't add anymore","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"981","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","C2","CanWeAdd1toX","yes",NA,"yes","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"982","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","C2","why","justification",NA,"don't know","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"983","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","C3","CanKeepAdding1","yes",NA,"yes","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"984","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","C3","why","justification",NA,"because after 1 is everything","2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"985","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","C3","WhatWouldHappen","justification",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"986","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","D1","CanYouCountTens","yes",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"987","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","D2","CountingByTens","yes",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"988","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","D3","TenMoreThanTen","twenty",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"989","experimenter error","skipped 1b","f","2/25/15","English","no",NA,"school","NN","DA","no",4.93,"4.5-5y","yes","skipped","D4","TenTwenty","30,40,50..",NA,NA,"2-medium","2-medium","2-medium",NA,NA,NA,0,1,"B Endless-only",2,NA,NA,1,"infinity-023"
"990","include","C3 did not ask kept adding one","m","2/25/16","English","no",NA,"school","NN","DA","no",4.27,"4-4.5y","yes","0","HC","spontaneous","raw",NA,"1-14,16,11,11teen,19,21-24,27,29teen.","1-low","1-low","1-low",0,0,"1-Weak",0,0,"A Non-knower",1,NA,NA,0,"infinity-024"
"991","include","C3 did not ask kept adding one","m","2/25/16","English","no",NA,"school","NN","DA","no",4.27,"4-4.5y","yes","0","HC","spontaneous","noerror",NA,"14","1-low","1-low","1-low",0,0,"1-Weak",0,0,"A Non-knower",1,NA,NA,0,"infinity-024"
