LadlabID,ExclusionGroup,Notes,Gender,DOT,Lang1,Bilingual,Lang2,Location,Experimenter,Enterer,AudioRecorded,Age,AgeGroup,InfinityInterviewDone,HCReceivedSupport,Task,TaskType,TaskItem,Accuracy,Response,HCGroup.spontaneous.noerror,HCGroup.final,HCGroup.best,IsProductive.noerror,IsProductive.final,PGroup.final,SuccessorKnower,EndlessKnower,Category,InfinityStage,DecadeCounter,DecadeKnowledge,EndlessPartial
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,HC,spontaneous,IHC,,14,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,HC,spontaneous,decchangeerror,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,HC,productivity,classification,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,HC,supported,times,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,practice,1,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,practice,5,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,immediate,23,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,immediate,40,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,immediate,62,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,immediate,70,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,immediate,37,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,immediate,29,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,immediate,86,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,immediate,59,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,momentum,3,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,momentum,23,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,momentum,40,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,momentum,62,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,momentum,70,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,momentum,37,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,momentum,29,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,momentum,86,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,WCN,momentum,59,NA,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,A1,BiggestNumber,none,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,B1,isBiggest,no,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,B2,EndOrForever,forever,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,B2,Why,justification,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,C1,CanWeAddToBigNumber,yes,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,C1,why,justification,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,C2,CanWeAdd1toX,yes,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,C2,why,justification,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,C3,CanKeepAdding1,yes,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,C3,why,justification,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,C3,WhatWouldHappen,justification,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,D1,CanYouCountTens,yes,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,D2,CountingByTens,yes,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,D3,TenMoreThanTen,twenty,,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012316-S4,dnf WCN,,f,1/23/16,english,no,NA,museum,JC,JC,no,4.21,4-4.5y,no,skipped,D4,TenTwenty,"30,40,50..",,NA,1-low,1-low,1-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,HC,spontaneous,raw,,"1-39,50-109,a billion, a billion and one-, a billion and two, a billion and three, a billion and four, a billion and five, a billion and six, a billion and seven, a billion and eight, a billion and nine, a jillion. [37,38,39],40-55",4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,HC,spontaneous,noerror,,39,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,HC,spontaneous,consecutive,,109,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,HC,supported,raw,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,HC,supported,noerror,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,HC,spontaneous,IHC,,39,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,HC,spontaneous,decchangeerror,,39,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,HC,productivity,classification,,prod,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,HC,supported,times,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,practice,1,1,2,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,practice,5,1,6,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,immediate,23,1,24,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,immediate,40,1,41,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,immediate,62,1,63,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,immediate,70,1,71,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,immediate,37,1,38,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,immediate,29,1,30,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,immediate,86,1,87,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,immediate,59,1,60,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,momentum,3,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,momentum,23,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,momentum,40,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,momentum,62,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,momentum,70,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,momentum,37,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,momentum,29,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,momentum,86,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,WCN,momentum,59,NA,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,A1,BiggestNumber,none,,A jillion,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,B1,isBiggest,no,,yes,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,B2,EndOrForever,forever,,end,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,B2,Why,justification,,can't go for a whole life,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,C1,CanWeAddToBigNumber,yes,,yes,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,C1,why,justification,,"make it bigger [why] idk, I don't think so [why not] cannot count for whole life",4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,C2,CanWeAdd1toX,yes,,yes,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,C2,why,justification,,a jillion and one,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,C3,CanKeepAdding1,yes,,yes,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,C3,why,justification,,"cannot add one again, but you can add 2, 3, 4, 5, 6, 7, 8, 9 but not 1. [Can we add a jillion?] no",4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,C3,WhatWouldHappen,justification,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,D1,CanYouCountTens,yes,,yes,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,D2,CountingByTens,yes,,"10,20,30,40,50,60,70,80,90,100, a billioin, a jillion, a gillion",4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,D3,TenMoreThanTen,twenty,,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
012517-AD,include,,F,1/25/17,English,no,NA,Lab,JC,JC,yes,5.42,5-5.5y,yes,0,D4,TenTwenty,"30,40,50..",,NA,4-veryhigh,4-veryhigh,4-veryhigh,99,99,4-Strong,0,0,A Non-knower,1,1,10,0
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,HC,spontaneous,raw,,1-39.,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,HC,spontaneous,noerror,,39,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,HC,spontaneous,consecutive,,39,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,HC,supported,raw,,[40],2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,HC,supported,noerror,,39,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,HC,spontaneous,IHC,,39,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,HC,spontaneous,decchangeerror,,39,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,HC,productivity,classification,,nonprod,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,HC,supported,times,,1,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,practice,1,1,2,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,practice,5,1,6,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,immediate,23,0,idk,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,immediate,40,0,90,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,immediate,62,0,idk,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,immediate,70,1,71,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,immediate,37,0,idk,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,immediate,29,0,21,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,immediate,86,0,81,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,immediate,59,0,51,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,momentum,3,NA,NA,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,momentum,23,1,24,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,momentum,40,1,41,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,momentum,62,1,63,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,momentum,70,NA,NA,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,momentum,37,1,38,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,momentum,29,1,30,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,momentum,86,0,81,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,WCN,momentum,59,0,30,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,A1,BiggestNumber,none,,NA,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,B1,isBiggest,no,,NA,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,B2,EndOrForever,forever,,NA,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,B2,Why,justification,,NA,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
020116-CC,dnf infinity,,m,1/2/16,English,no,NA,Museum,JC,NN,no,4.31,4-4.5y,no,1,C1,CanWeAddToBigNumber,yes,,NA,2-medium,2-medium,2-medium,0,0,2-Unproductive,NA,NA,NA,NA,NA,NA,NA
