"","LadlabID","IHC","FHC","Age","Productivity","Productivity.tertiary","ProductivityStrict","ProductivityStrict.tertiary","TaskItem_num","TaskItem_type","Accuracy","WithinOutsideIHC"
"197","infinity-035",99,99,5.09,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"198","infinity-035",99,99,5.09,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"199","infinity-035",99,99,5.09,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",0,"within"
"200","infinity-035",99,99,5.09,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",1,"within"
"201","infinity-036",54,99,4.35,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"within"
"202","infinity-036",54,99,4.35,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"within"
"203","infinity-036",54,99,4.35,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"204","infinity-036",54,99,4.35,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",1,"outside"
"205","infinity-036",54,99,4.35,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"within"
"206","infinity-036",54,99,4.35,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",29,"Item Type: Decade transition",1,"within"
"207","infinity-036",54,99,4.35,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",1,"outside"
"208","infinity-036",54,99,4.35,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",59,"Item Type: Decade transition",1,"outside"
"209","infinity-037",12,59,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"outside"
"210","infinity-037",12,59,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",1,"outside"
"211","infinity-037",12,59,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"212","infinity-037",12,59,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",1,"outside"
"213","infinity-037",12,59,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"outside"
"214","infinity-037",12,59,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"215","infinity-037",12,59,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"216","infinity-037",12,59,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"217","infinity-040",29,39,4.7,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"within"
"218","infinity-040",29,39,4.7,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"219","infinity-040",29,39,4.7,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"220","infinity-040",29,39,4.7,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",1,"outside"
"221","infinity-040",29,39,4.7,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"outside"
"222","infinity-040",29,39,4.7,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"223","infinity-040",29,39,4.7,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",1,"outside"
"224","infinity-040",29,39,4.7,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"225","infinity-041",12,49,4.48,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"226","infinity-041",12,49,4.48,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",1,"outside"
"227","infinity-041",12,49,4.48,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"228","infinity-041",12,49,4.48,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",1,"outside"
"229","infinity-041",12,49,4.48,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"outside"
"230","infinity-041",12,49,4.48,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"231","infinity-041",12,49,4.48,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",1,"outside"
"232","infinity-041",12,49,4.48,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"233","infinity-042",13,13,4.51,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"234","infinity-042",13,13,4.51,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"235","infinity-042",13,13,4.51,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"236","infinity-042",13,13,4.51,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"237","infinity-042",13,13,4.51,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"238","infinity-042",13,13,4.51,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"239","infinity-042",13,13,4.51,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"240","infinity-042",13,13,4.51,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"241","infinity-045",99,99,5.39,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",23,"Item Type: Mid-decade",1,"within"
"242","infinity-045",99,99,5.39,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",40,"Item Type: Mid-decade",1,"within"
"243","infinity-045",99,99,5.39,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",62,"Item Type: Mid-decade",1,"within"
"244","infinity-045",99,99,5.39,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",70,"Item Type: Mid-decade",1,"within"
"245","infinity-045",99,99,5.39,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"246","infinity-045",99,99,5.39,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"247","infinity-045",99,99,5.39,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",1,"within"
"248","infinity-045",99,99,5.39,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",1,"within"
"249","infinity-046",99,99,5.79,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",23,"Item Type: Mid-decade",1,"within"
"250","infinity-046",99,99,5.79,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",40,"Item Type: Mid-decade",1,"within"
"251","infinity-046",99,99,5.79,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",62,"Item Type: Mid-decade",1,"within"
"252","infinity-046",99,99,5.79,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",70,"Item Type: Mid-decade",1,"within"
"253","infinity-046",99,99,5.79,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"254","infinity-046",99,99,5.79,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"255","infinity-046",99,99,5.79,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",1,"within"
"256","infinity-046",99,99,5.79,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",1,"within"
"257","infinity-048",65,99,4.82,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"within"
"258","infinity-048",65,99,4.82,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"within"
"259","infinity-048",65,99,4.82,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"within"
"260","infinity-048",65,99,4.82,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"261","infinity-048",65,99,4.82,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"within"
"262","infinity-048",65,99,4.82,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"within"
"263","infinity-048",65,99,4.82,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"264","infinity-048",65,99,4.82,"Productive","Productive (IHC < 99)","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"within"
"265","infinity-049",19,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"266","infinity-049",19,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"267","infinity-049",19,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"268","infinity-049",19,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"269","infinity-049",19,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"270","infinity-049",19,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"271","infinity-049",19,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"272","infinity-049",19,29,4.39,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"273","infinity-052",6,6,4.06,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"outside"
"274","infinity-052",6,6,4.06,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",1,"outside"
"275","infinity-052",6,6,4.06,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"276","infinity-052",6,6,4.06,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"277","infinity-052",6,6,4.06,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"278","infinity-052",6,6,4.06,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",1,"outside"
"279","infinity-052",6,6,4.06,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",1,"outside"
"280","infinity-052",6,6,4.06,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",1,"outside"
"281","infinity-053",12,12,4.22,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"282","infinity-053",12,12,4.22,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"283","infinity-053",12,12,4.22,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"284","infinity-053",12,12,4.22,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"285","infinity-053",12,12,4.22,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"286","infinity-053",12,12,4.22,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"287","infinity-053",12,12,4.22,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"288","infinity-053",12,12,4.22,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"289","infinity-054",10,10,4.56,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"outside"
"290","infinity-054",10,10,4.56,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"291","infinity-054",10,10,4.56,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"292","infinity-054",10,10,4.56,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"293","infinity-054",10,10,4.56,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"294","infinity-054",10,10,4.56,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"295","infinity-054",10,10,4.56,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"296","infinity-054",10,10,4.56,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"297","infinity-055",99,99,4.65,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",23,"Item Type: Mid-decade",1,"within"
"298","infinity-055",99,99,4.65,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",40,"Item Type: Mid-decade",1,"within"
"299","infinity-055",99,99,4.65,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",62,"Item Type: Mid-decade",1,"within"
"300","infinity-055",99,99,4.65,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",70,"Item Type: Mid-decade",0,"within"
"301","infinity-055",99,99,4.65,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"302","infinity-055",99,99,4.65,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"303","infinity-055",99,99,4.65,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",1,"within"
"304","infinity-055",99,99,4.65,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",1,"within"
"305","infinity-056",99,99,4.18,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",23,"Item Type: Mid-decade",1,"within"
"306","infinity-056",99,99,4.18,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",40,"Item Type: Mid-decade",1,"within"
"307","infinity-056",99,99,4.18,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",62,"Item Type: Mid-decade",0,"within"
"308","infinity-056",99,99,4.18,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",70,"Item Type: Mid-decade",1,"within"
"309","infinity-056",99,99,4.18,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"310","infinity-056",99,99,4.18,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"311","infinity-056",99,99,4.18,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",1,"within"
"312","infinity-056",99,99,4.18,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",0,"within"
"313","infinity-057",76,99,4.94,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",1,"within"
"314","infinity-057",76,99,4.94,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",1,"within"
"315","infinity-057",76,99,4.94,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"within"
"316","infinity-057",76,99,4.94,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",1,"within"
"317","infinity-057",76,99,4.94,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"within"
"318","infinity-057",76,99,4.94,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",1,"within"
"319","infinity-057",76,99,4.94,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",1,"outside"
"320","infinity-057",76,99,4.94,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"within"
"321","infinity-058",99,99,5.35,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",23,"Item Type: Mid-decade",1,"within"
"322","infinity-058",99,99,5.35,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",40,"Item Type: Mid-decade",1,"within"
"323","infinity-058",99,99,5.35,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",62,"Item Type: Mid-decade",1,"within"
"324","infinity-058",99,99,5.35,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",70,"Item Type: Mid-decade",1,"within"
"325","infinity-058",99,99,5.35,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",37,"Item Type: Mid-decade",1,"within"
"326","infinity-058",99,99,5.35,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",29,"Item Type: Decade transition",1,"within"
"327","infinity-058",99,99,5.35,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",86,"Item Type: Mid-decade",1,"within"
"328","infinity-058",99,99,5.35,"Productive","Productive (IHC ≥ 99)","Productive","Productive (IHC ≥ 99)",59,"Item Type: Decade transition",1,"within"
"329","infinity-059",39,99,4.62,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",1,"within"
"330","infinity-059",39,99,4.62,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",1,"outside"
"331","infinity-059",39,99,4.62,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"outside"
"332","infinity-059",39,99,4.62,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",1,"outside"
"333","infinity-059",39,99,4.62,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"within"
"334","infinity-059",39,99,4.62,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",1,"within"
"335","infinity-059",39,99,4.62,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",1,"outside"
"336","infinity-059",39,99,4.62,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"337","infinity-062",19,29,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"outside"
"338","infinity-062",19,29,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",1,"outside"
"339","infinity-062",19,29,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"340","infinity-062",19,29,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"341","infinity-062",19,29,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"342","infinity-062",19,29,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"343","infinity-062",19,29,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"344","infinity-062",19,29,4.84,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"345","infinity-066",15,20,4.76,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"346","infinity-066",15,20,4.76,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"347","infinity-066",15,20,4.76,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"348","infinity-066",15,20,4.76,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"349","infinity-066",15,20,4.76,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"350","infinity-066",15,20,4.76,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"351","infinity-066",15,20,4.76,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"352","infinity-066",15,20,4.76,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"353","infinity-067",20,20,4.34,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"354","infinity-067",20,20,4.34,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"355","infinity-067",20,20,4.34,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"356","infinity-067",20,20,4.34,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"357","infinity-067",20,20,4.34,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"358","infinity-067",20,20,4.34,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"359","infinity-067",20,20,4.34,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"360","infinity-067",20,20,4.34,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"361","infinity-068",39,99,4.89,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",23,"Item Type: Mid-decade",0,"within"
"362","infinity-068",39,99,4.89,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",40,"Item Type: Mid-decade",1,"outside"
"363","infinity-068",39,99,4.89,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",62,"Item Type: Mid-decade",1,"outside"
"364","infinity-068",39,99,4.89,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",70,"Item Type: Mid-decade",0,"outside"
"365","infinity-068",39,99,4.89,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",37,"Item Type: Mid-decade",1,"within"
"366","infinity-068",39,99,4.89,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",29,"Item Type: Decade transition",0,"within"
"367","infinity-068",39,99,4.89,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",86,"Item Type: Mid-decade",1,"outside"
"368","infinity-068",39,99,4.89,"Productive","Productive (IHC < 99)","Productive","Productive (IHC < 99)",59,"Item Type: Decade transition",0,"outside"
"369","infinity-070",38,38,4.8,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"within"
"370","infinity-070",38,38,4.8,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"371","infinity-070",38,38,4.8,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"372","infinity-070",38,38,4.8,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"373","infinity-070",38,38,4.8,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"within"
"374","infinity-070",38,38,4.8,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",1,"within"
"375","infinity-070",38,38,4.8,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",1,"outside"
"376","infinity-070",38,38,4.8,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"377","infinity-071",39,39,4.45,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"within"
"378","infinity-071",39,39,4.45,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",1,"outside"
"379","infinity-071",39,39,4.45,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",1,"outside"
"380","infinity-071",39,39,4.45,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"381","infinity-071",39,39,4.45,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",1,"within"
"382","infinity-071",39,39,4.45,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"within"
"383","infinity-071",39,39,4.45,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"384","infinity-071",39,39,4.45,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"385","infinity-073",15,35,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",1,"outside"
"386","infinity-073",15,35,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
"387","infinity-073",15,35,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",62,"Item Type: Mid-decade",0,"outside"
"388","infinity-073",15,35,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",70,"Item Type: Mid-decade",0,"outside"
"389","infinity-073",15,35,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",37,"Item Type: Mid-decade",0,"outside"
"390","infinity-073",15,35,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",29,"Item Type: Decade transition",0,"outside"
"391","infinity-073",15,35,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",86,"Item Type: Mid-decade",0,"outside"
"392","infinity-073",15,35,4.61,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",59,"Item Type: Decade transition",0,"outside"
"393","infinity-074",14,29,4.25,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",23,"Item Type: Mid-decade",0,"outside"
"394","infinity-074",14,29,4.25,"Nonproductive","Nonproductive","Nonproductive","Nonproductive",40,"Item Type: Mid-decade",0,"outside"
